[ 06:56:56 ]BEB2 :24 [°C], 76.16 RH, 0.9244 bar
[ 08:38:57 ]BEB2 :30 [°C], 63.89 RH, 0.9251 bar

[ 08:39:06 ]CCCC :30 [°C], 60.50 RH, 0.9232 bar

[ 08:39:06 ]BEB2 :30 [°C], 63.89 RH, 0.9244 bar

[ 08:39:06 ]DAD1 :30 [°C], 63.85 RH, 0.9232 bar

[ 08:39:06 ]CECE :30 [°C], 63.68 RH, 0.9219 bar

[ 08:39:06 ]EEEE :28 [°C], 68.70 RH, 0.9232 bar

[ 08:39:09 ]CCCC :30 [°C], 60.50 RH, 0.9232 bar

[ 08:39:09 ]CECE :30 [°C], 63.72 RH, 0.9232 bar

[ 08:39:09 ]BEB2 :30 [°C], 63.86 RH, 0.9251 bar

[ 08:39:09 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 08:39:12 ]CCCC :30 [°C], 60.47 RH, 0.9232 bar

[ 08:39:12 ]DAD1 :30 [°C], 63.85 RH, 0.9244 bar

[ 08:39:12 ]CECE :30 [°C], 63.69 RH, 0.9251 bar

[ 08:39:12 ]EEEE :28 [°C], 68.75 RH, 0.9232 bar

[ 08:39:12 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:39:15 ]EEEE :28 [°C], 68.75 RH, 0.9232 bar

[ 08:39:15 ]CCCC :30 [°C], 60.44 RH, 0.9232 bar

[ 08:39:15 ]DAD1 :30 [°C], 63.85 RH, 0.9232 bar

[ 08:39:15 ]CECE :30 [°C], 63.65 RH, 0.9219 bar

[ 08:39:15 ]BEB2 :30 [°C], 63.83 RH, 0.9244 bar

[ 08:39:18 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 08:39:18 ]BEB2 :30 [°C], 63.83 RH, 0.9232 bar

[ 08:39:18 ]CCCC :30 [°C], 60.47 RH, 0.9238 bar

[ 08:39:18 ]CECE :30 [°C], 63.69 RH, 0.9232 bar

[ 08:39:18 ]EEEE :28 [°C], 68.75 RH, 0.9232 bar

[ 08:39:21 ]CCCC :30 [°C], 60.53 RH, 0.9232 bar

[ 08:39:21 ]DAD1 :30 [°C], 63.79 RH, 0.9238 bar

[ 08:39:21 ]EEEE :28 [°C], 68.75 RH, 0.9232 bar

[ 08:39:21 ]BEB2 :30 [°C], 63.83 RH, 0.9244 bar

[ 08:39:21 ]CECE :30 [°C], 63.69 RH, 0.9251 bar

[ 08:39:24 ]EEEE :28 [°C], 68.72 RH, 0.9232 bar

[ 08:39:24 ]CECE :30 [°C], 63.69 RH, 0.9238 bar

[ 08:39:24 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:39:24 ]DAD1 :30 [°C], 63.79 RH, 0.9225 bar

[ 08:39:24 ]BEB2 :30 [°C], 63.80 RH, 0.9244 bar

[ 08:39:30 ]CECE :30 [°C], 63.65 RH, 0.9219 bar

[ 08:39:30 ]EEEE :28 [°C], 68.70 RH, 0.9232 bar

[ 08:39:30 ]BEB2 :30 [°C], 63.80 RH, 0.9244 bar

[ 08:39:30 ]DAD1 :30 [°C], 63.85 RH, 0.9238 bar

[ 08:39:30 ]CCCC :30 [°C], 60.67 RH, 0.9251 bar

[ 08:39:33 ]CCCC :30 [°C], 60.67 RH, 0.9232 bar

[ 08:39:33 ]BEB2 :30 [°C], 63.83 RH, 0.9244 bar

[ 08:39:33 ]DAD1 :30 [°C], 63.85 RH, 0.9251 bar

[ 08:39:33 ]EEEE :28 [°C], 68.67 RH, 0.9232 bar

[ 08:39:36 ]EEEE :28 [°C], 68.67 RH, 0.9263 bar

[ 08:39:36 ]DAD1 :30 [°C], 63.85 RH, 0.9238 bar

[ 08:39:36 ]CCCC :30 [°C], 60.67 RH, 0.9251 bar

[ 08:39:36 ]CECE :30 [°C], 63.71 RH, 0.9232 bar

[ 08:39:36 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:39:39 ]CCCC :30 [°C], 60.67 RH, 0.9251 bar

[ 08:39:39 ]EEEE :28 [°C], 68.64 RH, 0.9244 bar

[ 08:39:39 ]DAD1 :30 [°C], 63.85 RH, 0.9225 bar

[ 08:39:39 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:39:39 ]CECE :30 [°C], 63.77 RH, 0.9219 bar

[ 08:39:42 ]CCCC :30 [°C], 60.67 RH, 0.9251 bar

[ 08:39:42 ]EEEE :28 [°C], 68.64 RH, 0.9244 bar

[ 08:39:42 ]BEB2 :30 [°C], 63.86 RH, 0.9251 bar

[ 08:39:42 ]CECE :30 [°C], 63.80 RH, 0.9232 bar

[ 08:39:42 ]DAD1 :30 [°C], 63.85 RH, 0.9232 bar

[ 08:39:48 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 08:39:48 ]DAD1 :30 [°C], 63.79 RH, 0.9232 bar

[ 08:39:48 ]CECE :30 [°C], 63.80 RH, 0.9219 bar

[ 08:39:48 ]EEEE :28 [°C], 68.62 RH, 0.9232 bar

[ 08:39:48 ]BEB2 :30 [°C], 63.89 RH, 0.9244 bar

[ 08:39:51 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 08:39:51 ]DAD1 :30 [°C], 63.77 RH, 0.9232 bar

[ 08:39:51 ]EEEE :28 [°C], 68.58 RH, 0.9219 bar

[ 08:39:51 ]CECE :30 [°C], 63.83 RH, 0.9225 bar

[ 08:39:51 ]BEB2 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:39:54 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:39:54 ]EEEE :28 [°C], 68.58 RH, 0.9219 bar

[ 08:39:54 ]CECE :30 [°C], 63.83 RH, 0.9225 bar

[ 08:39:54 ]BEB2 :30 [°C], 63.89 RH, 0.9244 bar

[ 08:39:54 ]DAD1 :30 [°C], 63.77 RH, 0.9238 bar

[ 08:40:03 ]CECE :30 [°C], 63.89 RH, 0.9225 bar

[ 08:40:03 ]BEB2 :30 [°C], 63.86 RH, 0.9251 bar

[ 08:40:03 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 08:40:03 ]DAD1 :30 [°C], 63.79 RH, 0.9238 bar

[ 08:40:03 ]EEEE :28 [°C], 68.53 RH, 0.9244 bar

[ 08:40:09 ]EEEE :28 [°C], 68.56 RH, 0.9244 bar

[ 08:40:09 ]DAD1 :30 [°C], 63.82 RH, 0.9238 bar

[ 08:40:09 ]CECE :30 [°C], 63.92 RH, 0.9238 bar

[ 08:40:09 ]CCCC :30 [°C], 60.70 RH, 0.9232 bar

[ 08:40:09 ]BEB2 :30 [°C], 63.86 RH, 0.9251 bar

[ 08:40:12 ]CCCC :30 [°C], 60.68 RH, 0.9251 bar

[ 08:40:12 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:40:12 ]DAD1 :30 [°C], 63.85 RH, 0.9251 bar

[ 08:40:12 ]CECE :30 [°C], 63.92 RH, 0.9232 bar

[ 08:40:12 ]EEEE :28 [°C], 68.54 RH, 0.9244 bar

[ 08:40:24 ]DAD1 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:40:24 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 08:40:24 ]CECE :30 [°C], 63.86 RH, 0.9232 bar

[ 08:40:25 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:40:25 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:40:30 ]CECE :30 [°C], 63.86 RH, 0.9238 bar

[ 08:40:30 ]EEEE :28 [°C], 68.51 RH, 0.9232 bar

[ 08:40:31 ]CCCC :30 [°C], 60.68 RH, 0.9244 bar

[ 08:40:31 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:40:31 ]DAD1 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:40:33 ]BEB2 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:40:33 ]CECE :30 [°C], 63.86 RH, 0.9225 bar

[ 08:40:33 ]DAD1 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:40:34 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:40:37 ]BEB2 :30 [°C], 63.86 RH, 0.9225 bar

[ 08:40:37 ]DAD1 :30 [°C], 63.89 RH, 0.9244 bar

[ 08:40:37 ]CECE :30 [°C], 63.86 RH, 0.9244 bar

[ 08:40:37 ]EEEE :28 [°C], 68.45 RH, 0.9244 bar

[ 08:40:37 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:40:40 ]DAD1 :30 [°C], 63.89 RH, 0.9251 bar

[ 08:40:40 ]EEEE :28 [°C], 68.45 RH, 0.9232 bar

[ 08:40:40 ]CECE :30 [°C], 63.86 RH, 0.9225 bar

[ 08:40:40 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 08:40:40 ]BEB2 :30 [°C], 63.86 RH, 0.9244 bar

[ 08:40:43 ]CECE :30 [°C], 63.86 RH, 0.9232 bar

[ 08:40:43 ]DAD1 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:40:43 ]CCCC :30 [°C], 60.65 RH, 0.9251 bar

[ 08:40:43 ]EEEE :28 [°C], 68.47 RH, 0.9244 bar

[ 08:40:43 ]BEB2 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:40:46 ]DAD1 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:40:46 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:40:46 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:40:46 ]CECE :30 [°C], 63.86 RH, 0.9219 bar

[ 08:40:46 ]BEB2 :30 [°C], 63.89 RH, 0.9251 bar

[ 08:40:58 ]BEB2 :30 [°C], 63.92 RH, 0.9244 bar

[ 08:40:58 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:40:58 ]EEEE :28 [°C], 68.47 RH, 0.9238 bar

[ 08:40:58 ]CECE :30 [°C], 63.89 RH, 0.9225 bar

[ 08:40:58 ]DAD1 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:41:01 ]CECE :30 [°C], 63.89 RH, 0.9238 bar

[ 08:41:01 ]BEB2 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:01 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 08:41:01 ]DAD1 :30 [°C], 63.89 RH, 0.9225 bar

[ 08:41:01 ]EEEE :28 [°C], 68.54 RH, 0.9232 bar

[ 08:41:07 ]CECE :31 [°C], 63.89 RH, 0.9219 bar

[ 08:41:07 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:07 ]DAD1 :30 [°C], 63.92 RH, 0.9244 bar

[ 08:41:07 ]EEEE :28 [°C], 68.53 RH, 0.9251 bar

[ 08:41:07 ]BEB2 :30 [°C], 63.95 RH, 0.9238 bar

[ 08:41:13 ]DAD1 :30 [°C], 63.95 RH, 0.9238 bar

[ 08:41:13 ]BEB2 :30 [°C], 63.95 RH, 0.9251 bar

[ 08:41:13 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:41:13 ]CECE :30 [°C], 63.92 RH, 0.9219 bar

[ 08:41:13 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:16 ]CCCC :30 [°C], 60.68 RH, 0.9232 bar

[ 08:41:16 ]CECE :31 [°C], 63.92 RH, 0.9238 bar

[ 08:41:16 ]BEB2 :30 [°C], 63.95 RH, 0.9251 bar

[ 08:41:16 ]DAD1 :30 [°C], 63.95 RH, 0.9225 bar

[ 08:41:16 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:41:22 ]CECE :30 [°C], 63.92 RH, 0.9219 bar

[ 08:41:22 ]BEB2 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:22 ]DAD1 :30 [°C], 63.95 RH, 0.9238 bar

[ 08:41:22 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:22 ]EEEE :28 [°C], 68.47 RH, 0.9244 bar

[ 08:41:25 ]CCCC :30 [°C], 60.68 RH, 0.9251 bar

[ 08:41:25 ]DAD1 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:25 ]CECE :30 [°C], 63.95 RH, 0.9251 bar

[ 08:41:25 ]BEB2 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:25 ]EEEE :28 [°C], 68.47 RH, 0.9232 bar

[ 08:41:28 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:28 ]EEEE :28 [°C], 68.48 RH, 0.9232 bar

[ 08:41:28 ]CECE :30 [°C], 63.95 RH, 0.9225 bar

[ 08:41:28 ]BEB2 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:31 ]BEB2 :30 [°C], 63.92 RH, 0.9232 bar

[ 08:41:31 ]EEEE :28 [°C], 68.48 RH, 0.9244 bar

[ 08:41:31 ]DAD1 :30 [°C], 63.92 RH, 0.9232 bar

[ 08:41:31 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:31 ]CECE :30 [°C], 63.95 RH, 0.9238 bar

[ 08:41:34 ]EEEE :28 [°C], 68.46 RH, 0.9232 bar

[ 08:41:34 ]BEB2 :30 [°C], 63.92 RH, 0.9244 bar

[ 08:41:34 ]CECE :30 [°C], 63.95 RH, 0.9225 bar

[ 08:41:34 ]CCCC :30 [°C], 60.68 RH, 0.9251 bar

[ 08:41:34 ]DAD1 :30 [°C], 63.92 RH, 0.9232 bar

[ 08:41:37 ]EEEE :28 [°C], 68.42 RH, 0.9225 bar

[ 08:41:37 ]CCCC :30 [°C], 60.68 RH, 0.9238 bar

[ 08:41:37 ]BEB2 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:41:37 ]DAD1 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:37 ]CECE :30 [°C], 63.98 RH, 0.9232 bar

[ 08:41:40 ]CECE :30 [°C], 63.98 RH, 0.9238 bar

[ 08:41:40 ]BEB2 :30 [°C], 63.93 RH, 0.9251 bar

[ 08:41:40 ]EEEE :28 [°C], 68.37 RH, 0.9232 bar

[ 08:41:40 ]CCCC :30 [°C], 60.65 RH, 0.9238 bar

[ 08:41:40 ]DAD1 :30 [°C], 63.92 RH, 0.9238 bar

[ 08:41:52 ]DAD1 :30 [°C], 63.92 RH, 0.9225 bar

[ 08:41:52 ]BEB2 :30 [°C], 63.93 RH, 0.9238 bar

[ 08:41:52 ]CECE :30 [°C], 64.01 RH, 0.9232 bar

[ 08:41:52 ]EEEE :28 [°C], 68.42 RH, 0.9244 bar

[ 08:41:52 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:41:58 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:41:58 ]DAD1 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:41:58 ]EEEE :28 [°C], 68.34 RH, 0.9244 bar

[ 08:41:58 ]CECE :30 [°C], 64.01 RH, 0.9225 bar

[ 08:41:58 ]BEB2 :30 [°C], 63.93 RH, 0.9251 bar

[ 08:42:01 ]CECE :30 [°C], 64.01 RH, 0.9225 bar

[ 08:42:01 ]CCCC :30 [°C], 60.62 RH, 0.9238 bar

[ 08:42:01 ]DAD1 :30 [°C], 63.92 RH, 0.9238 bar

[ 08:42:01 ]BEB2 :30 [°C], 63.93 RH, 0.9238 bar

[ 08:42:04 ]CECE :30 [°C], 64.05 RH, 0.9225 bar

[ 08:42:04 ]DAD1 :30 [°C], 63.92 RH, 0.9238 bar

[ 08:42:04 ]EEEE :28 [°C], 68.34 RH, 0.9232 bar

[ 08:42:04 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:05 ]BEB2 :30 [°C], 63.93 RH, 0.9232 bar

[ 08:42:07 ]CECE :31 [°C], 64.05 RH, 0.9232 bar

[ 08:42:07 ]EEEE :28 [°C], 68.37 RH, 0.9232 bar

[ 08:42:07 ]BEB2 :30 [°C], 63.93 RH, 0.9238 bar

[ 08:42:08 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:08 ]DAD1 :30 [°C], 63.92 RH, 0.9238 bar

[ 08:42:16 ]CECE :30 [°C], 64.05 RH, 0.9238 bar

[ 08:42:16 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:17 ]BEB2 :30 [°C], 63.93 RH, 0.9238 bar

[ 08:42:17 ]EEEE :28 [°C], 68.37 RH, 0.9238 bar

[ 08:42:17 ]DAD1 :30 [°C], 63.92 RH, 0.9251 bar

[ 08:42:19 ]CECE :30 [°C], 64.05 RH, 0.9225 bar

[ 08:42:20 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:20 ]EEEE :28 [°C], 68.37 RH, 0.9219 bar

[ 08:42:20 ]BEB2 :30 [°C], 63.90 RH, 0.9238 bar

[ 08:42:20 ]DAD1 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:42:29 ]EEEE :28 [°C], 68.34 RH, 0.9244 bar

[ 08:42:29 ]CECE :30 [°C], 64.05 RH, 0.9251 bar

[ 08:42:29 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:29 ]BEB2 :30 [°C], 63.90 RH, 0.9244 bar

[ 08:42:29 ]DAD1 :30 [°C], 63.89 RH, 0.9257 bar

[ 08:42:32 ]CECE :30 [°C], 64.05 RH, 0.9225 bar

[ 08:42:32 ]EEEE :28 [°C], 68.34 RH, 0.9244 bar

[ 08:42:32 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:42:32 ]BEB2 :30 [°C], 63.88 RH, 0.9251 bar

[ 08:42:38 ]EEEE :28 [°C], 68.37 RH, 0.9244 bar

[ 08:42:38 ]CECE :30 [°C], 64.05 RH, 0.9219 bar

[ 08:42:38 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:42:38 ]BEB2 :30 [°C], 63.88 RH, 0.9238 bar

[ 08:42:41 ]CECE :30 [°C], 64.01 RH, 0.9219 bar

[ 08:42:41 ]DAD1 :30 [°C], 63.83 RH, 0.9238 bar

[ 08:42:41 ]EEEE :28 [°C], 68.37 RH, 0.9238 bar

[ 08:42:41 ]BEB2 :30 [°C], 63.88 RH, 0.9238 bar

[ 08:42:41 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:47 ]EEEE :28 [°C], 68.42 RH, 0.9232 bar

[ 08:42:47 ]CCCC :30 [°C], 60.59 RH, 0.9251 bar

[ 08:42:47 ]BEB2 :30 [°C], 63.88 RH, 0.9251 bar

[ 08:42:47 ]CECE :30 [°C], 63.98 RH, 0.9219 bar

[ 08:42:47 ]DAD1 :30 [°C], 63.83 RH, 0.9238 bar

[ 08:42:50 ]BEB2 :30 [°C], 63.88 RH, 0.9244 bar

[ 08:42:50 ]EEEE :28 [°C], 68.42 RH, 0.9232 bar

[ 08:42:50 ]DAD1 :30 [°C], 63.83 RH, 0.9238 bar

[ 08:42:50 ]CCCC :30 [°C], 60.59 RH, 0.9251 bar

[ 08:42:50 ]CECE :30 [°C], 63.95 RH, 0.9232 bar

[ 08:42:53 ]CECE :31 [°C], 63.95 RH, 0.9251 bar

[ 08:42:53 ]BEB2 :30 [°C], 63.88 RH, 0.9238 bar

[ 08:42:53 ]EEEE :28 [°C], 68.39 RH, 0.9232 bar

[ 08:42:53 ]DAD1 :30 [°C], 63.83 RH, 0.9238 bar

[ 08:42:53 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:56 ]DAD1 :30 [°C], 63.83 RH, 0.9232 bar

[ 08:42:56 ]CCCC :30 [°C], 60.59 RH, 0.9251 bar

[ 08:42:56 ]BEB2 :30 [°C], 63.88 RH, 0.9251 bar

[ 08:42:56 ]CECE :30 [°C], 63.92 RH, 0.9251 bar

[ 08:42:56 ]EEEE :28 [°C], 68.37 RH, 0.9232 bar

[ 08:42:59 ]CECE :30 [°C], 63.92 RH, 0.9251 bar

[ 08:42:59 ]BEB2 :30 [°C], 63.90 RH, 0.9251 bar

[ 08:42:59 ]CCCC :30 [°C], 60.59 RH, 0.9238 bar

[ 08:42:59 ]DAD1 :30 [°C], 63.83 RH, 0.9238 bar

[ 08:42:59 ]EEEE :28 [°C], 68.37 RH, 0.9232 bar

[ 08:43:02 ]EEEE :28 [°C], 68.39 RH, 0.9251 bar

[ 08:43:02 ]BEB2 :30 [°C], 63.90 RH, 0.9244 bar

[ 08:43:02 ]CCCC :30 [°C], 60.59 RH, 0.9232 bar

[ 08:43:02 ]CECE :30 [°C], 63.89 RH, 0.9219 bar

[ 08:43:08 ]EEEE :28 [°C], 68.37 RH, 0.9232 bar

[ 08:43:08 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:43:08 ]BEB2 :30 [°C], 63.90 RH, 0.9251 bar

[ 08:43:08 ]CCCC :30 [°C], 60.56 RH, 0.9238 bar

[ 08:43:08 ]CECE :31 [°C], 63.86 RH, 0.9225 bar

[ 08:43:11 ]CCCC :30 [°C], 60.56 RH, 0.9251 bar

[ 08:43:11 ]CECE :31 [°C], 63.83 RH, 0.9238 bar

[ 08:43:11 ]BEB2 :30 [°C], 63.90 RH, 0.9238 bar

[ 08:43:11 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:43:11 ]EEEE :28 [°C], 68.34 RH, 0.9238 bar

[ 08:43:20 ]CCCC :30 [°C], 60.53 RH, 0.9238 bar

[ 08:43:20 ]CECE :31 [°C], 63.83 RH, 0.9238 bar

[ 08:43:20 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:43:20 ]BEB2 :30 [°C], 63.88 RH, 0.9238 bar

[ 08:43:20 ]EEEE :28 [°C], 68.34 RH, 0.9232 bar

[ 08:43:23 ]CECE :30 [°C], 63.83 RH, 0.9238 bar

[ 08:43:23 ]BEB2 :30 [°C], 63.88 RH, 0.9238 bar

[ 08:43:23 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:43:23 ]EEEE :28 [°C], 68.34 RH, 0.9232 bar

[ 08:43:29 ]BEB2 :30 [°C], 63.85 RH, 0.9232 bar

[ 08:43:29 ]EEEE :28 [°C], 68.42 RH, 0.9244 bar

[ 08:43:29 ]DAD1 :30 [°C], 63.89 RH, 0.9232 bar

[ 08:43:29 ]CECE :31 [°C], 63.86 RH, 0.9244 bar

[ 08:43:29 ]CCCC :30 [°C], 60.32 RH, 0.9238 bar

[ 08:43:32 ]CECE :31 [°C], 63.86 RH, 0.9219 bar

[ 08:43:32 ]BEB2 :30 [°C], 63.82 RH, 0.9225 bar

[ 08:43:32 ]EEEE :28 [°C], 68.42 RH, 0.9232 bar

[ 08:43:32 ]DAD1 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:43:32 ]CCCC :30 [°C], 60.26 RH, 0.9238 bar

[ 08:43:38 ]CECE :31 [°C], 63.86 RH, 0.9232 bar

[ 08:43:38 ]EEEE :28 [°C], 68.46 RH, 0.9244 bar

[ 08:43:38 ]BEB2 :30 [°C], 63.79 RH, 0.9232 bar

[ 08:43:38 ]CCCC :30 [°C], 60.14 RH, 0.9238 bar

[ 08:43:38 ]DAD1 :30 [°C], 63.89 RH, 0.9238 bar

[ 08:43:41 ]CCCC :30 [°C], 60.05 RH, 0.9238 bar

[ 08:43:41 ]EEEE :28 [°C], 68.46 RH, 0.9232 bar

[ 08:43:41 ]DAD1 :30 [°C], 63.86 RH, 0.9238 bar

[ 08:43:41 ]CECE :31 [°C], 63.86 RH, 0.9238 bar

[ 08:43:41 ]BEB2 :30 [°C], 63.79 RH, 0.9238 bar

[ 08:43:50 ]CECE :31 [°C], 63.80 RH, 0.9219 bar

[ 08:43:50 ]EEEE :28 [°C], 68.48 RH, 0.9232 bar

[ 08:43:50 ]DAD1 :30 [°C], 63.86 RH, 0.9232 bar

[ 08:43:50 ]CCCC :30 [°C], 60.08 RH, 0.9238 bar

[ 08:43:51 ]BEB2 :30 [°C], 63.76 RH, 0.9238 bar

[ 08:43:53 ]BEB2 :30 [°C], 63.76 RH, 0.9238 bar

[ 08:43:53 ]EEEE :28 [°C], 68.48 RH, 0.9219 bar

[ 08:43:54 ]CCCC :30 [°C], 60.14 RH, 0.9232 bar

[ 08:43:54 ]CECE :31 [°C], 63.77 RH, 0.9219 bar

[ 08:43:54 ]DAD1 :30 [°C], 63.86 RH, 0.9232 bar

[ 08:43:56 ]CECE :31 [°C], 63.74 RH, 0.9238 bar

[ 08:43:56 ]DAD1 :30 [°C], 63.86 RH, 0.9232 bar

[ 08:43:56 ]EEEE :28 [°C], 68.48 RH, 0.9219 bar

[ 08:43:57 ]BEB2 :30 [°C], 63.73 RH, 0.9232 bar

[ 08:43:57 ]CCCC :30 [°C], 60.14 RH, 0.9251 bar

[ 08:43:59 ]CECE :31 [°C], 63.74 RH, 0.9219 bar

[ 08:43:59 ]DAD1 :30 [°C], 63.83 RH, 0.9232 bar

[ 08:43:59 ]EEEE :28 [°C], 68.48 RH, 0.9238 bar

[ 08:44:00 ]BEB2 :30 [°C], 63.70 RH, 0.9225 bar

[ 08:44:00 ]CCCC :30 [°C], 60.14 RH, 0.9251 bar

[ 08:44:02 ]DAD1 :30 [°C], 63.83 RH, 0.9232 bar

[ 08:44:02 ]EEEE :28 [°C], 68.51 RH, 0.9232 bar

[ 08:44:03 ]BEB2 :30 [°C], 63.70 RH, 0.9238 bar

[ 08:44:03 ]CCCC :30 [°C], 60.08 RH, 0.9251 bar

[ 08:44:03 ]CECE :31 [°C], 63.72 RH, 0.9251 bar

[ 08:44:15 ]CECE :31 [°C], 63.60 RH, 0.9225 bar

[ 08:44:15 ]CCCC :30 [°C], 60.05 RH, 0.9238 bar

[ 08:44:15 ]BEB2 :30 [°C], 63.73 RH, 0.9251 bar

[ 08:44:15 ]DAD1 :30 [°C], 63.81 RH, 0.9238 bar

[ 08:44:15 ]EEEE :28 [°C], 68.46 RH, 0.9232 bar

[ 08:44:18 ]CECE :31 [°C], 63.60 RH, 0.9225 bar

[ 08:44:18 ]BEB2 :30 [°C], 63.70 RH, 0.9244 bar

[ 08:44:18 ]CCCC :30 [°C], 60.05 RH, 0.9251 bar

[ 08:44:18 ]DAD1 :30 [°C], 63.81 RH, 0.9238 bar

[ 08:44:18 ]EEEE :28 [°C], 68.46 RH, 0.9232 bar

[ 08:44:21 ]BEB2 :30 [°C], 63.73 RH, 0.9225 bar

[ 08:44:21 ]CECE :31 [°C], 63.53 RH, 0.9225 bar

[ 08:44:21 ]EEEE :28 [°C], 68.48 RH, 0.9219 bar

[ 08:44:21 ]DAD1 :30 [°C], 63.81 RH, 0.9244 bar

[ 08:44:21 ]CCCC :30 [°C], 60.02 RH, 0.9251 bar

[ 08:44:24 ]BEB2 :30 [°C], 63.73 RH, 0.9225 bar

[ 08:44:24 ]EEEE :28 [°C], 68.48 RH, 0.9219 bar

[ 08:44:24 ]CCCC :30 [°C], 59.99 RH, 0.9238 bar

[ 08:44:24 ]CECE :31 [°C], 63.50 RH, 0.9238 bar

[ 08:44:24 ]DAD1 :30 [°C], 63.81 RH, 0.9238 bar

